,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Seats,Price,company
1868,Chevrolet Enjoy 1.3,Kolkata,2015,50000,Diesel,Manual,First,18.2,1248,8,4.3,Chevrolet
1869,Ford Fiesta 1.4,Chennai,2006,89327,Diesel,Manual,Third,17.8,1399,5,1.55,Ford
1870,Honda CR-V 2.4,Chennai,2007,98000,Petrol,Manual,Second,10.8,2354,5,4.7,Honda
1871,Honda Jazz 1.2,Kochi,2017,24700,Petrol,Manual,First,18.7,1199,5,7.07,Honda
1872,Mercedes-Benz GLS 350d,Delhi,2018,6000,Diesel,Automatic,First,11.0,2987,7,79.0,Mercedes-Benz
1873,Hyundai Grand i10,Delhi,2018,9434,Petrol,Manual,First,18.9,1197,5,5.75,Hyundai
1874,Maruti Ritz VXi,Mumbai,2012,29000,Petrol,Manual,First,18.5,1197,5,3.25,Maruti
1875,Volkswagen Ameo 1.5,Coimbatore,2017,22440,Diesel,Automatic,First,22.0,1498,5,8.89,Volkswagen
1876,Honda City i,Mumbai,2015,73070,Petrol,Manual,First,17.4,1497,5,5.9,Honda
1877,Honda Jazz 1.2,Kolkata,2016,21771,Petrol,Manual,First,18.7,1199,5,4.95,Honda
1878,Maruti Swift Ldi,Delhi,2014,62000,Diesel,Manual,First,17.8,1248,5,3.75,Maruti
1879,Hyundai Creta 1.6,Kochi,2017,37024,Diesel,Automatic,First,17.01,1582,5,10.97,Hyundai
1880,Audi A7 2011-2015,Kochi,2014,60336,Diesel,Automatic,Second,14.4,2967,5,24.94,Audi
1881,Hyundai EON D,Kolkata,2014,26008,Petrol,Manual,First,21.1,814,5,1.97,Hyundai
1882,Ford Figo Diesel,Jaipur,2010,90000,Diesel,Manual,Second,20.0,1399,5,1.4,Ford
1883,Volkswagen Ameo 1.2,Coimbatore,2018,35569,Petrol,Manual,First,17.0,1198,5,7.27,Volkswagen
1884,Renault Scala Diesel,Kolkata,2013,40000,Diesel,Manual,First,21.64,1461,5,4.0,Renault
1885,Honda Jazz 1.2,Kolkata,2015,45000,Petrol,Manual,First,18.7,1199,5,4.75,Honda
1886,Hyundai i20 1.2,Delhi,2015,42000,Petrol,Manual,First,17.0,1197,5,5.1,Hyundai
1887,Audi A4 3.0,Coimbatore,2012,46913,Diesel,Automatic,First,14.94,2967,5,16.11,Audi
1888,Mahindra Ssangyong Rexton,Delhi,2014,62000,Diesel,Automatic,First,11.18,2696,7,10.55,Mahindra
1889,Toyota Fortuner 2.8,Ahmedabad,2017,15000,Diesel,Automatic,First,12.9,2755,7,30.0,Toyota
1890,Skoda Octavia Classic,Kolkata,2002,69000,Diesel,Manual,First,18.7,1896,5,1.6,Skoda
1891,Mercedes-Benz New C-Class,Hyderabad,2012,41367,Diesel,Automatic,First,15.8,2148,5,18.49,Mercedes-Benz
1892,Maruti Ciaz 1.4,Kochi,2018,15982,Petrol,Manual,First,20.73,1373,5,9.96,Maruti
1893,Maruti Swift ZDi,Hyderabad,2013,99595,Diesel,Manual,Second,22.9,1248,5,4.75,Maruti
1894,Toyota Qualis FS,Bangalore,2002,63000,Diesel,Manual,Third,13.1,2446,10,3.65,Toyota
1895,BMW 5 Series,Delhi,2012,49000,Diesel,Automatic,Second,16.73,2495,5,15.5,BMW
1896,Mitsubishi Pajero 2.8,Kochi,2013,48272,Diesel,Manual,First,10.5,2835,6,11.82,Mitsubishi
1897,Toyota Corolla H2,Delhi,2008,63000,Petrol,Manual,First,13.4,1794,5,2.05,Toyota
1898,Maruti Wagon R,Ahmedabad,2016,77000,CNG,Manual,First,26.6,998,5,3.3,Maruti
1899,Maruti Omni E,Mumbai,2013,11734,Petrol,Manual,First,16.8,796,8,2.25,Maruti
1900,Audi A6 2011-2015,Kochi,2014,62012,Diesel,Automatic,First,17.68,1968,5,20.12,Audi
1901,Hyundai Xcent 1.2,Chennai,2017,46000,CNG,Manual,First,25.0,1197,5,4.95,Hyundai
1902,Honda Jazz 1.5,Coimbatore,2016,45449,Diesel,Manual,First,27.3,1498,5,7.48,Honda
1903,Mercedes-Benz E-Class 200,Mumbai,2004,85000,Petrol,Automatic,Second,10.5,1796,5,5.5,Mercedes-Benz
1904,Audi A4 2.0,Kochi,2013,45330,Diesel,Automatic,First,16.55,1968,5,13.19,Audi
1905,Maruti Swift Dzire,Mumbai,2012,88000,Petrol,Manual,First,19.1,1197,5,3.85,Maruti
1906,Maruti Dzire VDI,Delhi,2016,45376,Diesel,Manual,First,28.4,1248,5,5.75,Maruti
1907,Mahindra XUV500 W8,Pune,2014,81000,Diesel,Manual,First,15.1,2179,7,9.0,Mahindra
1908,Chevrolet Beat LT,Kochi,2012,83381,Petrol,Manual,First,18.6,1199,5,2.21,Chevrolet
1909,Ford EcoSport 1.5,Kochi,2017,78526,Diesel,Manual,First,23.0,1498,5,8.09,Ford
1910,BMW 5 Series,Coimbatore,2017,27313,Diesel,Automatic,First,14.69,2993,5,48.63,BMW
1911,Audi Q5 30,Coimbatore,2015,42747,Diesel,Automatic,Second,14.16,1968,5,39.47,Audi
1912,BMW X1 sDrive,Coimbatore,2015,42265,Diesel,Automatic,Second,20.68,1995,5,22.24,BMW
1913,Hyundai i10 Magna,Mumbai,2009,21000,Petrol,Automatic,First,19.2,1197,5,2.6,Hyundai
1914,Hyundai Creta 1.6,Ahmedabad,2016,55100,Diesel,Automatic,First,17.01,1582,5,12.0,Hyundai
1915,Audi A4 2.0,Chennai,2014,70000,Diesel,Automatic,First,17.11,1968,5,18.0,Audi
1916,Mercedes-Benz S Class,Mumbai,2007,55000,Petrol,Automatic,Third,10.13,3498,5,9.99,Mercedes-Benz
1917,Hyundai i10 Magna,Kolkata,2012,58235,Petrol,Manual,First,20.36,1197,5,2.45,Hyundai
1918,Ford EcoSport 1.5,Mumbai,2017,26000,Diesel,Manual,First,23.0,1498,5,8.99,Ford
1919,Volkswagen Vento Diesel,Kolkata,2011,35000,Diesel,Manual,First,20.54,1598,5,3.15,Volkswagen
1920,Maruti Dzire ZDI,Jaipur,2017,24000,Diesel,Manual,First,28.4,1248,5,8.2,Maruti
1921,Mahindra Scorpio 1.99,Ahmedabad,2016,98000,Diesel,Manual,First,15.4,1997,7,11.5,Mahindra
1922,Hyundai i20 Asta,Coimbatore,2016,44487,Diesel,Manual,First,22.54,1396,5,7.3,Hyundai
1923,Maruti Alto LXi,Chennai,2008,65000,Petrol,Manual,First,19.7,796,5,1.59,Maruti
1924,Hyundai i10 Magna,Delhi,2015,34951,Petrol,Manual,Second,20.36,1197,5,3.15,Hyundai
1925,Mahindra Scorpio S6,Kolkata,2015,52373,Diesel,Manual,Second,15.4,2179,7,8.5,Mahindra
1926,Skoda Fabia 1.2L,Hyderabad,2010,66285,Diesel,Manual,First,19.5,1199,5,3.0,Skoda
1927,BMW X5 xDrive,Mumbai,2012,66000,Diesel,Automatic,First,15.3,2993,5,21.0,BMW
1928,Honda Jazz 1.5,Hyderabad,2016,43000,Diesel,Manual,First,27.3,1498,5,7.75,Honda
1929,Mercedes-Benz E-Class 2009-2013,Mumbai,2013,45200,Diesel,Automatic,First,10.0,2148,5,23.0,Mercedes-Benz
1930,Mahindra XUV500 AT,Mumbai,2016,41000,Diesel,Automatic,First,16.0,2179,7,13.75,Mahindra
1931,Honda City i,Kochi,2017,39430,Petrol,Automatic,First,18.0,1497,5,8.29,Honda
1932,Maruti Swift VDI,Coimbatore,2014,83274,Diesel,Manual,First,22.9,1248,5,5.79,Maruti
1933,Mercedes-Benz New C-Class,Coimbatore,2017,32324,Diesel,Automatic,First,14.84,2143,5,30.5,Mercedes-Benz
1934,Honda City 1.5,Mumbai,2011,49999,Petrol,Manual,First,17.0,1497,5,3.8,Honda
1935,Tata Sumo EX,Bangalore,2014,66000,Diesel,Manual,First,15.3,2956,7,4.45,Tata
1936,Hyundai i20 Magna,Delhi,2012,54000,Petrol,Manual,First,18.5,1197,5,3.3,Hyundai
1937,Fiat Linea 1.3,Jaipur,2009,80000,Diesel,Manual,Second,20.4,1248,5,1.75,Fiat
1938,Honda Civic 2006-2010,Bangalore,2011,72000,Petrol,Automatic,Second,12.9,1799,5,5.5,Honda
1939,Hyundai Creta 1.6,Pune,2017,44865,Diesel,Manual,First,19.67,1582,5,13.35,Hyundai
1940,Audi A3 35,Delhi,2017,22000,Diesel,Automatic,Second,20.38,1968,5,22.5,Audi
1941,Hyundai Verna VTVT,Delhi,2013,57478,Petrol,Manual,Second,17.0,1591,5,5.25,Hyundai
1942,Hyundai i20 1.4,Hyderabad,2011,75000,Diesel,Manual,First,21.9,1396,5,3.75,Hyundai
1943,Honda Mobilio S,Kochi,2015,50624,Diesel,Manual,First,24.2,1498,7,6.32,Honda
1944,Hyundai Verna 1.6,Bangalore,2018,75000,Diesel,Automatic,First,22.32,1582,5,7.75,Hyundai
1945,Ford Fiesta 1.6,Chennai,2006,87000,Petrol,Manual,Second,15.3,1596,5,1.37,Ford
1946,Hyundai i10 Sportz,Mumbai,2010,62000,Petrol,Manual,First,20.36,1197,5,2.1,Hyundai
1947,Maruti Vitara Brezza,Hyderabad,2016,41372,Diesel,Manual,First,24.3,1248,5,9.3,Maruti
1948,Toyota Innova 2.5,Ahmedabad,2015,70000,Diesel,Manual,First,12.99,2494,7,12.0,Toyota
1949,Mercedes-Benz GLA Class,Pune,2017,35000,Diesel,Automatic,First,17.9,2143,5,23.5,Mercedes-Benz
1950,Maruti Alto LXi,Hyderabad,2006,71993,Petrol,Manual,First,19.7,796,5,1.8,Maruti
1951,Mercedes-Benz New C-Class,Chennai,2013,62000,Diesel,Automatic,Second,14.84,2143,5,12.5,Mercedes-Benz
1952,Maruti Swift LDI,Delhi,2015,51000,Diesel,Manual,First,22.9,1248,5,4.74,Maruti
1953,Hyundai Grand i10,Kochi,2016,26038,Petrol,Manual,First,18.9,1197,5,5.43,Hyundai
1954,Toyota Fortuner 4x4,Kochi,2018,37713,Diesel,Automatic,Second,12.55,2982,7,31.62,Toyota
1955,Toyota Innova 2.0,Kolkata,2011,78088,Petrol,Manual,First,12.4,1998,8,6.3,Toyota
1956,Ford EcoSport 1.5,Kochi,2017,30453,Diesel,Manual,First,22.77,1498,5,8.45,Ford
1957,Ford Figo 1.2P,Pune,2016,54000,Petrol,Manual,First,18.16,1196,5,5.0,Ford
1958,Toyota Fortuner 3.0,Chennai,2011,190000,Diesel,Manual,First,11.5,2982,7,13.0,Toyota
1959,Maruti Swift Dzire,Hyderabad,2012,65097,Petrol,Manual,First,19.1,1197,5,4.7,Maruti
1960,BMW 7 Series,Coimbatore,2018,28060,Petrol,Automatic,First,12.05,2979,5,93.67,BMW
1961,Skoda Superb 1.8,Pune,2012,282000,Petrol,Manual,First,13.14,1798,5,3.3,Skoda
1962,Maruti Wagon R,Jaipur,2009,111000,Petrol,Manual,Second,18.9,1061,5,1.51,Maruti
1963,Renault Duster 110PS,Kochi,2013,63295,Diesel,Manual,First,19.01,1461,5,6.09,Renault
1964,Maruti Ciaz VXi,Mumbai,2015,35770,Petrol,Manual,First,20.73,1373,5,5.95,Maruti
1965,Hyundai Elantra CRDi,Hyderabad,2012,125928,Diesel,Manual,First,22.7,1582,5,9.0,Hyundai
1966,Skoda Rapid 1.5,Kolkata,2015,45000,Diesel,Automatic,First,21.66,1498,5,4.25,Skoda
1967,Mercedes-Benz New C-Class,Hyderabad,2013,21000,Diesel,Automatic,First,14.84,2143,5,23.5,Mercedes-Benz
1968,Honda Accord 2.4,Mumbai,2011,54774,Petrol,Automatic,First,11.7,2354,5,6.35,Honda
1969,Maruti Celerio VXI,Chennai,2014,41123,Petrol,Manual,First,23.1,998,5,3.4,Maruti
1970,BMW 7 Series,Bangalore,2017,17465,Petrol,Automatic,First,12.05,2979,5,93.0,BMW
1971,BMW 3 Series,Chennai,2014,48000,Diesel,Automatic,First,22.69,1995,5,21.6,BMW
1972,Volkswagen Vento Diesel,Chennai,2011,173000,Diesel,Manual,First,20.54,1598,5,4.0,Volkswagen
1973,Maruti Swift Dzire,Pune,2018,12000,Diesel,Manual,First,23.4,1248,5,5.5,Maruti
1974,Land Rover Freelander,Mumbai,2012,34000,Diesel,Automatic,First,12.39,2179,5,19.25,Land
1975,Hyundai i20 1.4,Hyderabad,2012,71360,Diesel,Manual,First,21.9,1396,5,3.95,Hyundai
1976,Maruti Dzire VDI,Mumbai,2012,74000,Diesel,Manual,Second,28.4,1248,5,4.25,Maruti
1977,Jeep Compass 2.0,Kochi,2018,28937,Diesel,Manual,First,17.1,1956,5,17.02,Jeep
1978,Maruti Ertiga VDI,Hyderabad,2012,82085,Diesel,Manual,First,20.77,1248,7,6.5,Maruti
1979,Ford Figo Petrol,Bangalore,2011,68465,Petrol,Manual,First,15.6,1196,5,2.95,Ford
1980,Toyota Corolla Altis,Coimbatore,2013,63854,Diesel,Manual,First,21.43,1364,5,7.12,Toyota
1981,Maruti Vitara Brezza,Chennai,2018,3000,Diesel,Automatic,First,24.3,1248,5,11.25,Maruti
1982,Honda City 1.5,Delhi,2009,65055,Petrol,Manual,First,17.0,1497,5,2.75,Honda
1983,Mahindra Scorpio S10,Hyderabad,2015,120000,Diesel,Manual,First,15.4,2179,7,12.0,Mahindra
1984,Hyundai Xcent 1.2,Mumbai,2014,64241,Petrol,Manual,First,20.14,1197,5,3.67,Hyundai
1985,Mercedes-Benz E-Class 220,Pune,2001,121000,Diesel,Manual,First,15.0,2148,5,5.0,Mercedes-Benz
1986,Mahindra Renault Logan,Pune,2008,2200,Petrol,Manual,First,15.7,1390,5,2.3,Mahindra
1987,Skoda Octavia 1.9,Pune,2008,88123,Diesel,Manual,First,18.7,1896,5,2.2,Skoda
1988,Mercedes-Benz GL-Class 2007,Pune,2014,79000,Diesel,Automatic,First,12.0,2987,7,41.0,Mercedes-Benz
1989,BMW X1 sDrive,Bangalore,2016,28143,Diesel,Automatic,First,20.68,1995,5,28.5,BMW
1990,Volkswagen Vento 2013-2015,Mumbai,2015,23001,Petrol,Manual,First,15.04,1598,5,5.49,Volkswagen
1991,Audi A4 2.0,Ahmedabad,2013,82002,Diesel,Automatic,Second,16.55,1968,5,17.5,Audi
1992,Ford Ikon 1.4,Bangalore,2009,75000,Diesel,Manual,First,13.8,1399,5,1.99,Ford
1993,Hyundai Verna 1.6,Kochi,2016,37451,Diesel,Manual,First,22.32,1582,5,6.64,Hyundai
1994,Toyota Innova Crysta,Hyderabad,2017,67000,Diesel,Manual,First,13.68,2393,7,16.5,Toyota
1995,Hyundai Grand i10,Pune,2016,25000,Petrol,Manual,First,18.9,1197,5,5.0,Hyundai
1996,Volkswagen Ameo 1.2,Mumbai,2017,12000,Petrol,Manual,First,17.0,1198,5,5.4,Volkswagen
1997,Renault KWID RXT,Kolkata,2017,25000,Petrol,Manual,First,25.17,799,5,2.99,Renault
1998,Honda City 1.5,Jaipur,2011,95936,Petrol,Manual,First,17.0,1497,5,4.1,Honda
1999,Hyundai Grand i10,Kochi,2018,5354,Petrol,Automatic,First,18.9,1197,5,6.76,Hyundai
2000,Volkswagen Polo 1.0,Chennai,2016,42000,Petrol,Manual,Second,18.78,999,5,5.5,Volkswagen
2001,Maruti Swift VDI,Coimbatore,2014,44282,Diesel,Manual,First,25.2,1248,5,5.99,Maruti
2002,Nissan Sunny 2011-2014,Delhi,2012,70000,Diesel,Manual,First,21.64,1461,5,2.59,Nissan
2003,Jaguar XF 2.2,Mumbai,2013,31400,Diesel,Automatic,First,16.36,2179,5,26.75,Jaguar
2004,Maruti Ciaz ZDi,Pune,2016,50000,Diesel,Manual,First,28.09,1248,5,8.5,Maruti
2005,Audi Q5 2008-2012,Bangalore,2011,53000,Diesel,Automatic,First,12.8,1968,5,23.0,Audi
2006,Ford Figo Petrol,Pune,2014,21727,Petrol,Manual,First,15.6,1196,5,3.35,Ford
2007,Hyundai Santa Fe,Bangalore,2012,43000,Diesel,Automatic,Second,11.72,2199,7,10.75,Hyundai
2008,Mahindra Scorpio VLX,Kolkata,2013,75000,Diesel,Manual,First,12.05,2179,8,6.29,Mahindra
2009,Renault Duster 110PS,Bangalore,2014,73557,Diesel,Manual,First,19.6,1461,5,7.75,Renault
2010,Audi A4 New,Delhi,2012,44555,Diesel,Automatic,First,15.2,1968,5,13.5,Audi
2011,Maruti Eeco 7,Coimbatore,2013,54885,Petrol,Manual,First,15.1,1196,7,3.75,Maruti
2012,Mahindra Xylo E4,Mumbai,2011,76000,Diesel,Manual,Second,14.0,2498,7,3.75,Mahindra
2013,Maruti Wagon R,Jaipur,2006,101000,Petrol,Manual,Second,18.9,998,5,1.5,Maruti
2014,Maruti Wagon R,Chennai,2005,66000,Petrol,Manual,First,14.0,1061,5,1.45,Maruti
2015,Maruti SX4 ZXI,Coimbatore,2013,84360,Petrol,Manual,First,15.5,1586,5,4.12,Maruti
2016,Toyota Innova Crysta,Mumbai,2016,25121,Diesel,Manual,First,13.68,2393,7,17.11,Toyota
2017,Toyota Innova 2.5,Pune,2015,100000,Diesel,Manual,Second,12.99,2494,7,10.25,Toyota
2018,Volkswagen Polo Diesel,Kolkata,2011,66035,Diesel,Manual,First,22.07,1199,5,2.49,Volkswagen
2019,Toyota Etios G,Pune,2015,190000,Petrol,Manual,Second,16.78,1496,5,3.85,Toyota
2020,Ford Ecosport 1.5,Hyderabad,2014,85670,Diesel,Manual,First,22.7,1498,5,6.25,Ford
2021,Hyundai Grand i10,Hyderabad,2015,35000,Diesel,Manual,First,24.0,1120,5,4.88,Hyundai
2022,Honda City i,Mumbai,2016,8000,Petrol,Automatic,First,18.0,1497,5,9.45,Honda
2023,Toyota Innova 2.5,Hyderabad,2007,162000,Diesel,Manual,Second,12.8,2494,8,4.8,Toyota
2024,Hyundai EON Era,Kolkata,2012,60000,Petrol,Manual,First,21.1,814,5,1.99,Hyundai
2025,Hyundai i10 Magna,Hyderabad,2010,70600,Petrol,Manual,First,20.36,1197,5,2.8,Hyundai
2026,Mercedes-Benz E-Class 2009-2013,Bangalore,2011,25000,Petrol,Automatic,Second,12.3,1796,5,22.0,Mercedes-Benz
2027,Mahindra Bolero SLE,Hyderabad,2012,75000,Diesel,Manual,First,15.96,2523,7,4.3,Mahindra
2028,Skoda Laura Ambition,Coimbatore,2014,85071,Diesel,Automatic,First,20.0,1968,5,9.75,Skoda
2029,Maruti Swift ZXI,Ahmedabad,2015,40000,Petrol,Manual,First,20.4,1197,5,5.9,Maruti
2030,Audi A4 2.0,Delhi,2013,67000,Diesel,Automatic,First,16.55,1968,5,14.5,Audi
2031,Ford Fiesta 1.4,Hyderabad,2009,55000,Diesel,Manual,Second,17.8,1399,5,2.4,Ford
2032,Maruti SX4 Vxi,Mumbai,2008,62000,Petrol,Manual,Second,15.0,1586,5,2.11,Maruti
2033,Hyundai Grand i10,Coimbatore,2017,22526,Petrol,Automatic,First,18.9,1197,5,7.6,Hyundai
2034,Maruti Ritz AT,Hyderabad,2012,57788,Petrol,Automatic,First,17.16,1197,5,3.6,Maruti
2035,Mahindra Scorpio 2.6,Jaipur,2013,72000,Diesel,Manual,First,10.5,2179,8,6.0,Mahindra
2036,Mahindra Scorpio S4,Mumbai,2014,83128,Diesel,Manual,First,15.4,2179,7,7.45,Mahindra
2037,Maruti Alto LXi,Chennai,2011,75000,Petrol,Manual,First,19.7,796,5,2.1,Maruti
2038,Renault Duster 110PS,Ahmedabad,2013,58000,Diesel,Manual,Second,19.01,1461,5,5.2,Renault
2039,Mahindra Jeep MM,Hyderabad,2009,26000,Diesel,Manual,First,0.0,2498,6,6.99,Mahindra
2040,Maruti Ignis 1.2,Mumbai,2017,1000,Petrol,Manual,First,20.89,1197,5,6.36,Maruti
2041,Toyota Innova 2.5,Kochi,2015,59751,Diesel,Manual,First,12.99,2494,7,11.62,Toyota
2042,BMW 7 Series,Kochi,2015,29966,Diesel,Automatic,Second,16.77,2993,5,43.6,BMW
2043,Hyundai Sonata Embera,Kolkata,2009,65000,Diesel,Manual,Second,13.6,1991,5,4.9,Hyundai
2044,Renault Duster Adventure,Kochi,2015,75863,Diesel,Manual,First,19.01,1461,5,6.7,Renault
2045,Maruti Wagon R,Mumbai,2013,54000,CNG,Manual,First,33.54,998,5,3.05,Maruti
2046,Audi A4 2.0,Bangalore,2014,24000,Diesel,Automatic,First,17.11,1968,5,25.0,Audi
2047,Jeep Compass 2.0,Coimbatore,2018,33218,Diesel,Manual,First,17.1,1956,5,19.05,Jeep
2048,Hyundai Verna 1.4,Kolkata,2015,33425,Petrol,Manual,First,17.43,1396,5,4.5,Hyundai
2049,Honda Amaze VX,Pune,2013,47000,Petrol,Manual,First,18.0,1198,5,4.15,Honda
2050,Hyundai Creta 1.6,Chennai,2015,41000,Diesel,Manual,First,19.67,1582,5,11.9,Hyundai
2051,Hyundai i10 Magna,Delhi,2011,62000,Petrol,Manual,First,19.81,1086,5,2.1,Hyundai
2052,Mahindra TUV 300,Delhi,2016,47035,Diesel,Manual,First,18.49,1493,7,6.95,Mahindra
2053,Maruti Swift Dzire,Pune,2008,56230,Petrol,Manual,Second,17.5,1298,5,2.4,Maruti
2054,Hyundai Accent GLE,Chennai,2007,55000,Petrol,Manual,First,13.2,1495,5,2.65,Hyundai
2055,Mahindra XUV500 W8,Jaipur,2014,70669,Diesel,Manual,First,15.1,2179,7,9.0,Mahindra
2056,Maruti Alto K10,Pune,2012,69000,Petrol,Manual,First,20.92,998,5,2.1,Maruti
2057,Chevrolet Beat LT,Pune,2011,65000,Petrol,Manual,Second,18.6,1199,5,2.5,Chevrolet
2058,Audi A6 2.7,Mumbai,2009,30000,Diesel,Automatic,First,12.4,2698,5,8.95,Audi
2059,Mini Cooper 5,Hyderabad,2017,2000,Diesel,Automatic,First,20.7,1496,5,34.0,Mini
2060,Tata Zest Revotron,Chennai,2015,40000,Petrol,Manual,First,17.57,1193,5,4.0,Tata
2061,Honda City i,Kolkata,2014,40000,Diesel,Manual,First,26.0,1498,5,4.45,Honda
2062,Chevrolet Beat LT,Jaipur,2010,26000,Petrol,Manual,First,18.6,1199,5,1.5,Chevrolet
2063,Audi A4 2.0,Jaipur,2011,105000,Diesel,Automatic,Second,16.55,1968,5,14.5,Audi
2064,Ford Aspire Titanium,Kolkata,2015,2800,Diesel,Manual,First,26.1,1498,5,8.41,Ford
2065,Hyundai Verna SX,Mumbai,2014,71000,Diesel,Automatic,Second,19.08,1582,5,5.45,Hyundai
2066,Honda City i,Mumbai,2015,32896,Petrol,Automatic,First,18.0,1497,5,8.9,Honda
2067,Hyundai i10 Sportz,Hyderabad,2012,45000,Petrol,Manual,First,20.36,1197,5,3.65,Hyundai
2068,BMW X3 xDrive20d,Bangalore,2015,65000,Diesel,Automatic,Second,18.56,1995,5,29.0,BMW
2069,Audi A4 2.0,Mumbai,2013,45200,Diesel,Automatic,First,16.55,1968,5,13.5,Audi
2070,Honda CR-V 2.4,Hyderabad,2008,82167,Petrol,Automatic,First,10.1,2354,5,5.4,Honda
2071,Hyundai Grand i10,Coimbatore,2016,37429,Petrol,Manual,First,18.9,1197,5,5.89,Hyundai
2072,Maruti Ciaz ZDi,Hyderabad,2016,46000,Diesel,Manual,First,28.09,1248,5,8.45,Maruti
2073,Honda City i-VTEC,Delhi,2011,67031,Petrol,Manual,First,17.4,1497,5,4.0,Honda
2074,BMW 6 Series,Mumbai,2013,30000,Diesel,Automatic,First,9.52,2993,4,45.0,BMW
2075,Maruti Celerio VXI,Mumbai,2016,47691,Petrol,Automatic,First,23.1,998,5,3.94,Maruti
2076,Renault Koleos 2.0,Jaipur,2011,32531,Diesel,Automatic,Second,13.73,1995,5,8.0,Renault
2077,Ford Figo Diesel,Hyderabad,2013,71336,Diesel,Manual,First,20.0,1399,5,4.1,Ford
2078,Toyota Innova 2.5,Chennai,2006,196000,Diesel,Manual,First,12.8,2494,7,6.25,Toyota
2079,Maruti Dzire VDI,Kolkata,2015,28193,Diesel,Manual,First,28.4,1248,5,5.25,Maruti
2080,Mercedes-Benz SLC 43,Coimbatore,2019,2526,Petrol,Automatic,First,19.0,2996,2,83.96,Mercedes-Benz
2081,Mercedes-Benz E-Class E,Hyderabad,2013,85000,Diesel,Automatic,First,16.1,1950,5,21.0,Mercedes-Benz
2082,Hyundai Grand i10,Ahmedabad,2015,20780,Petrol,Manual,First,18.9,1197,5,4.3,Hyundai
2083,Honda Mobilio S,Mumbai,2014,43081,Petrol,Manual,First,17.3,1497,7,5.25,Honda
2084,Porsche Cayenne Turbo,Mumbai,2010,35000,Petrol,Automatic,Second,11.9,4806,5,32.0,Porsche
2085,Mahindra Quanto C8,Kolkata,2013,36000,Diesel,Manual,First,17.21,1493,7,3.9,Mahindra
2086,Toyota Corolla H5,Mumbai,2007,67000,Petrol,Manual,Third,13.4,1794,5,2.2,Toyota
2087,Mahindra KUV 100,Mumbai,2016,34079,Diesel,Manual,First,25.32,1198,6,3.7,Mahindra
2088,BMW 3 Series,Coimbatore,2010,77849,Petrol,Automatic,Second,10.9,2497,5,11.27,BMW
2089,Maruti Alto 800,Jaipur,2013,86000,Petrol,Manual,First,22.74,796,5,2.41,Maruti
2090,Audi Q3 35,Pune,2015,110000,Diesel,Automatic,First,15.73,1968,5,19.0,Audi
2091,Toyota Etios GD,Hyderabad,2015,116000,Diesel,Manual,Second,23.59,1364,5,5.8,Toyota
2092,Mahindra XUV500 W8,Coimbatore,2016,41840,Diesel,Manual,First,15.1,2179,7,13.52,Mahindra
2093,Toyota Fortuner 4x2,Hyderabad,2015,19317,Diesel,Manual,First,13.0,2982,7,24.5,Toyota
2094,Tata Indigo CS,Pune,2014,41000,CNG,Manual,First,24.6,1193,5,3.25,Tata
2095,Mercedes-Benz GLE 250d,Kochi,2017,25601,Diesel,Automatic,First,17.9,2143,5,56.73,Mercedes-Benz
2096,Hyundai Creta 1.6,Jaipur,2015,83950,Diesel,Manual,First,19.67,1582,5,9.95,Hyundai
2097,Honda City 1.5,Pune,2012,60000,Petrol,Automatic,First,16.8,1497,5,5.5,Honda
2098,Audi A4 35,Hyderabad,2015,50000,Diesel,Automatic,First,17.11,1968,5,25.0,Audi
2099,Maruti Zen VXI,Kolkata,2009,37000,Petrol,Manual,First,17.3,993,5,1.0,Maruti
2100,Maruti Alto LXi,Hyderabad,2011,76976,Petrol,Manual,Second,19.7,796,5,2.15,Maruti
2101,Maruti Baleno Delta,Kochi,2018,21684,Petrol,Automatic,First,21.4,1197,5,7.89,Maruti
2102,Mahindra XUV500 W10,Delhi,2015,62000,Diesel,Manual,First,16.0,2179,7,10.25,Mahindra
2103,Ford Freestyle Titanium,Mumbai,2007,1261,Petrol,Manual,First,19.0,1194,5,6.0,Ford
2104,Hyundai Elite i20,Coimbatore,2017,59450,Petrol,Manual,First,18.6,1197,5,7.53,Hyundai
2105,Mercedes-Benz New C-Class,Coimbatore,2018,24465,Diesel,Automatic,First,19.27,2143,5,39.45,Mercedes-Benz
2106,Honda City i,Delhi,2014,55000,Petrol,Manual,First,17.8,1497,5,5.84,Honda
2107,Ford EcoSport 1.5,Mumbai,2017,2000,Petrol,Manual,First,18.88,1499,5,8.65,Ford
2108,Maruti Baleno Alpha,Kochi,2017,25040,Petrol,Manual,First,21.4,1197,5,7.74,Maruti
2109,Hyundai i10 Sportz,Bangalore,2008,84000,Petrol,Manual,First,20.36,1197,5,2.5,Hyundai
2110,Toyota Innova 2.5,Pune,2007,170428,Diesel,Manual,Second,12.8,2494,8,5.7,Toyota
2111,Maruti Baleno Delta,Mumbai,2016,12573,Petrol,Manual,First,21.4,1197,5,5.8,Maruti
2112,Audi Q7 3.0,Hyderabad,2012,88000,Diesel,Automatic,First,12.07,2967,7,36.5,Audi
2113,Hyundai Santa Fe,Delhi,2012,86000,Diesel,Automatic,Second,13.01,2199,7,9.5,Hyundai
